"vehicle","colour","passing.distance","street","helmet","kerb","bikelane","city","time"
"ordinary car","blue",0.809,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","blue",1.06,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","black",1.5,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","blue",1.427,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","black",1.725,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","black",1.413,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","sliver/grey",1.296,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"SUV/pickup","green",1.037,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"SUV/pickup","blue",0.999,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","sliver/grey",1.359,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"SUV/pickup","green",1.073,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","red",1.14,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","black",1.222,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","sliver/grey",1.64,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"LGV/minibus","white",1.68,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","blue",1.268,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","red",1.848,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"SUV/pickup","blue",1.472,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"LGV/minibus","white",1.583,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","sliver/grey",1.36,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"HGV","blue",1.255,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","red",1.492,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"HGV","blue",1.396,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","sliver/grey",0.993,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","black",1.106,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"SUV/pickup","blue",1.744,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"HGV","blue",1.16,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","green",2.003,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","blue",1.345,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","blue",1.287,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"bus","red",1.528,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"HGV","white",1.736,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"HGV","white",0.822,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"bus","white",1.036,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","blue",1.163,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","black",1.81,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","blue",1.531,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","black",1.395,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"taxi","sliver/grey",0.89,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","sliver/grey",2.004,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","sliver/grey",1.247,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","blue",2,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 10:41:00"
"ordinary car","sliver/grey",1.317,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 11:09:00"
"LGV/minibus","white",1.331,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 11:09:00"
"ordinary car","blue",1.123,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 11:09:00"
"ordinary car","sliver/grey",0.824,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 11:09:00"
"ordinary car","sliver/grey",1.377,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 11:09:00"
"ordinary car","blue",1.224,"main road, regular","yes",1.25,"no","Salisbury","2006-06-18 11:09:00"
